16/04/2025 08:00,London Greenwich,Donna Brice,Large Frappes - Chocolate Cookie - 3.25,3.25,CASH,
16/04/2025 08:01,London Greenwich,Leslie Asbell,"Regular Frappes - Strawberries & Cream - 2.75, Large Flavoured iced latte - Caramel - 3.25, Large Frappes - Strawberries & Cream - 3.25, Large Frappes - Strawberries & Cream - 3.25, Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75",18.5,CARD,5226219754221983
16/04/2025 08:03,London Greenwich,Timothy Williams,"Large Iced americano - 2.50, Large Flavoured iced latte - Caramel - 3.25",5.75,CARD,9754694684840511
16/04/2025 08:05,London Greenwich,Ashley Fatica,"Regular Latte - 2.15, Large Latte - 2.45, Large Frappes - Chocolate Cookie - 3.25, Regular Latte - 2.15, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75",15.5,CARD,1261158462859903
16/04/2025 08:07,London Greenwich,Florence Kirkland,"Regular Latte - 2.15, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Large Iced americano - 2.50, Regular Latte - 2.15",12.8,CASH,
16/04/2025 08:08,London Greenwich,Chase Hartshorne,"Regular Latte - 2.15, Large Flavoured iced latte - Caramel - 3.25, Large Frappes - Strawberries & Cream - 3.25, Large Frappes - Chocolate Cookie - 3.25",11.9,CASH,
16/04/2025 08:10,London Greenwich,Cora Williams,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD,9071062269684211
16/04/2025 08:12,London Greenwich,Eric Long,Regular Flavoured iced latte - Caramel - 2.75,2.75,CASH,
16/04/2025 08:14,London Greenwich,Barbara Mace,"Large Latte - 2.45, Regular Frappes - Chocolate Cookie - 2.75, Regular Flavoured iced latte - Caramel - 2.75",7.95,CARD,7500699047499458
16/04/2025 08:15,London Greenwich,Roscoe Harris,"Large Frappes - Strawberries & Cream - 3.25, Large Latte - 2.45",5.7,CARD,1562342432081055
16/04/2025 08:17,London Greenwich,Laura Durant,"Regular Latte - 2.15, Large Flavoured iced latte - Caramel - 3.25, Regular Latte - 2.15, Regular Flavoured iced latte - Caramel - 2.75",10.3,CARD,1873016063475074
16/04/2025 08:19,London Greenwich,Arturo Chambers,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD,4331516572930853
16/04/2025 08:21,London Greenwich,Joel Fowler,Regular Iced americano - 2.15,2.15,CARD,2991939781710171
16/04/2025 08:22,London Greenwich,Lucia Borowski,"Regular Frappes - Chocolate Cookie - 2.75, Large Frappes - Chocolate Cookie - 3.25, Large Latte - 2.45, Regular Flavoured iced latte - Caramel - 2.75, Large Frappes - Chocolate Cookie - 3.25, Regular Frappes - Strawberries & Cream - 2.75",17.2,CASH,
16/04/2025 08:24,London Greenwich,Bertha Fowler,"Regular Latte - 2.15, Large Iced americano - 2.50",4.65,CARD,4632912892517080
16/04/2025 08:26,London Greenwich,Pete Robinson,"Large Frappes - Strawberries & Cream - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Caramel - 3.25",9.25,CASH,
16/04/2025 08:28,London Greenwich,Martin Frazier,"Regular Frappes - Chocolate Cookie - 2.75, Large Iced americano - 2.50, Regular Frappes - Strawberries & Cream - 2.75",8.0,CARD,6290994125792912
16/04/2025 08:29,London Greenwich,John Rey,Large Flavoured iced latte - Caramel - 3.25,3.25,CASH,
16/04/2025 08:31,London Greenwich,Joe Hernandez,Large Flavoured iced latte - Caramel - 3.25,3.25,CASH,
16/04/2025 08:33,London Greenwich,Sallie Cortez,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,6236007439309633
16/04/2025 08:35,London Greenwich,Basil Maes,"Regular Iced americano - 2.15, Regular Frappes - Strawberries & Cream - 2.75, Regular Frappes - Strawberries & Cream - 2.75",7.65,CASH,
16/04/2025 08:36,London Greenwich,Lawrence Smith,"Regular Frappes - Strawberries & Cream - 2.75, Regular Frappes - Strawberries & Cream - 2.75, Regular Iced americano - 2.15, Regular Frappes - Strawberries & Cream - 2.75",10.4,CARD,8645062974089766
16/04/2025 08:38,London Greenwich,Stanley Jones,Regular Frappes - Chocolate Cookie - 2.75,2.75,CASH,
16/04/2025 08:40,London Greenwich,Rebecca Kramer,"Large Frappes - Strawberries & Cream - 3.25, Large Flavoured iced latte - Caramel - 3.25, Large Frappes - Chocolate Cookie - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Regular Iced americano - 2.15, Large Frappes - Strawberries & Cream - 3.25",17.9,CARD,2597016572225064
16/04/2025 08:42,London Greenwich,Kenneth Walker,"Regular Frappes - Chocolate Cookie - 2.75, Regular Frappes - Chocolate Cookie - 2.75, Regular Latte - 2.15, Regular Iced americano - 2.15",9.8,CASH,
16/04/2025 08:43,London Greenwich,Anthony Russell,Regular Flavoured iced latte - Caramel - 2.75,2.75,CASH,
16/04/2025 08:45,London Greenwich,Clarence Barrera,Large Frappes - Chocolate Cookie - 3.25,3.25,CARD,6273520861968348
16/04/2025 08:47,London Greenwich,Savannah Cooley,"Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75",6.0,CARD,3063694351850809
16/04/2025 08:49,London Greenwich,Lazaro Mann,Large Frappes - Strawberries & Cream - 3.25,3.25,CASH,
16/04/2025 08:50,London Greenwich,Bettye Stolte,"Regular Latte - 2.15, Regular Latte - 2.15, Regular Iced americano - 2.15, Large Flavoured iced latte - Caramel - 3.25",9.7,CARD,9059530104457661
16/04/2025 08:52,London Greenwich,Alvin Durrance,Regular Latte - 2.15,2.15,CASH,
16/04/2025 08:54,London Greenwich,Bobby Davidson,"Regular Iced americano - 2.15, Regular Frappes - Strawberries & Cream - 2.75, Large Latte - 2.45",7.35,CARD,6525167944957868
16/04/2025 08:56,London Greenwich,Brian Hanna,"Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Caramel - 3.25, Large Iced americano - 2.50",8.5,CARD,3248240018099769
16/04/2025 08:57,London Greenwich,James Brown,"Large Latte - 2.45, Regular Iced americano - 2.15, Large Flavoured iced latte - Caramel - 3.25, Large Iced americano - 2.50",10.35,CASH,
16/04/2025 08:59,London Greenwich,Tanya Cox,"Regular Iced americano - 2.15, Regular Iced americano - 2.15",4.3,CASH,
16/04/2025 09:01,London Greenwich,Shane Tucci,"Large Frappes - Chocolate Cookie - 3.25, Large Iced americano - 2.50",5.75,CARD,4744721606359889
16/04/2025 09:05,London Greenwich,Helen Williams,"Regular Flavoured iced latte - Caramel - 2.75, Large Frappes - Strawberries & Cream - 3.25, Regular Latte - 2.15, Regular Iced americano - 2.15",10.3,CARD,1718397031946746
16/04/2025 09:08,London Greenwich,Robert Ramirez,"Regular Frappes - Chocolate Cookie - 2.75, Regular Frappes - Strawberries & Cream - 2.75",5.5,CASH,
16/04/2025 09:12,London Greenwich,Joseph Henderson,"Large Flavoured iced latte - Caramel - 3.25, Regular Iced americano - 2.15",5.4,CARD,9624612651895905
16/04/2025 09:15,London Greenwich,Margaret Bunch,Regular Frappes - Strawberries & Cream - 2.75,2.75,CASH,
16/04/2025 09:19,London Greenwich,Debra Ancona,"Regular Flavoured iced latte - Caramel - 2.75, Regular Frappes - Strawberries & Cream - 2.75, Regular Iced americano - 2.15, Regular Flavoured iced latte - Caramel - 2.75",10.4,CASH,
16/04/2025 09:22,London Greenwich,Melissa Schnader,"Large Iced americano - 2.50, Regular Flavoured iced latte - Caramel - 2.75",5.25,CARD,2980831684774385
16/04/2025 09:26,London Greenwich,Daniel Wells,"Large Iced americano - 2.50, Large Flavoured iced latte - Caramel - 3.25",5.75,CARD,3732175600550903
16/04/2025 09:29,London Greenwich,Connie Hardison,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25",6.5,CARD,5016808119897519
16/04/2025 09:33,London Greenwich,Ernest Reichert,"Regular Frappes - Chocolate Cookie - 2.75, Regular Frappes - Chocolate Cookie - 2.75",5.5,CARD,8789737753771792
16/04/2025 09:36,London Greenwich,David Rainwater,"Large Iced americano - 2.50, Regular Flavoured iced latte - Caramel - 2.75, Large Iced americano - 2.50",7.75,CARD,2130747471322527
16/04/2025 09:40,London Greenwich,Robert Bunch,"Regular Iced americano - 2.15, Regular Iced americano - 2.15, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Large Latte - 2.45",12.25,CARD,7095145897721803
16/04/2025 09:43,London Greenwich,Bryan Douglas,"Regular Flavoured iced latte - Caramel - 2.75, Large Iced americano - 2.50, Large Flavoured iced latte - Caramel - 3.25, Regular Latte - 2.15, Regular Frappes - Chocolate Cookie - 2.75",13.4,CASH,
16/04/2025 09:47,London Greenwich,Celina Tomasi,Regular Latte - 2.15,2.15,CASH,
16/04/2025 09:50,London Greenwich,Nannette Dobbins,"Large Iced americano - 2.50, Large Frappes - Strawberries & Cream - 3.25",5.75,CARD,3754883033218441
16/04/2025 09:54,London Greenwich,Sherry Freels,"Regular Frappes - Chocolate Cookie - 2.75, Large Latte - 2.45, Regular Frappes - Chocolate Cookie - 2.75, Regular Flavoured iced latte - Caramel - 2.75",10.7,CASH,
16/04/2025 09:57,London Greenwich,Nona Hutchinson,"Large Latte - 2.45, Large Latte - 2.45, Regular Latte - 2.15",7.05,CASH,
16/04/2025 10:01,London Greenwich,Archie Lindsay,Regular Flavoured iced latte - Caramel - 2.75,2.75,CASH,
16/04/2025 10:02,London Greenwich,Thomas Howery,Large Frappes - Strawberries & Cream - 3.25,3.25,CARD,1934560583688965
16/04/2025 10:04,London Greenwich,Bernice Pierce,"Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75, Regular Frappes - Strawberries & Cream - 2.75",8.75,CASH,
16/04/2025 10:05,London Greenwich,Jose Spencer,"Large Frappes - Chocolate Cookie - 3.25, Regular Iced americano - 2.15",5.4,CARD,4921931808302814
16/04/2025 10:06,London Greenwich,Brain Green,"Large Frappes - Chocolate Cookie - 3.25, Large Flavoured iced latte - Caramel - 3.25",6.5,CASH,
16/04/2025 10:08,London Greenwich,Kenneth Gandee,"Regular Flavoured iced latte - Caramel - 2.75, Large Iced americano - 2.50, Large Frappes - Chocolate Cookie - 3.25, Large Latte - 2.45, Large Latte - 2.45, Regular Frappes - Strawberries & Cream - 2.75",16.15,CASH,
16/04/2025 10:09,London Greenwich,Wendy Cody,"Large Iced americano - 2.50, Large Frappes - Strawberries & Cream - 3.25",5.75,CASH,
16/04/2025 10:10,London Greenwich,Nancy Sires,"Regular Latte - 2.15, Regular Frappes - Strawberries & Cream - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75",10.4,CARD,1095184585139207
16/04/2025 10:12,London Greenwich,David Verch,Large Latte - 2.45,2.45,CASH,
16/04/2025 10:13,London Greenwich,Omar Vang,Large Frappes - Chocolate Cookie - 3.25,3.25,CARD,1469892664543668
16/04/2025 10:15,London Greenwich,Laura Woodard,"Large Flavoured iced latte - Caramel - 3.25, Large Frappes - Chocolate Cookie - 3.25, Regular Latte - 2.15",8.65,CASH,
16/04/2025 10:16,London Greenwich,Arminda Bolan,"Regular Frappes - Strawberries & Cream - 2.75, Regular Latte - 2.15, Regular Flavoured iced latte - Caramel - 2.75, Regular Iced americano - 2.15",9.8,CARD,9952550627903042
16/04/2025 10:17,London Greenwich,Mark Hardin,"Large Frappes - Chocolate Cookie - 3.25, Large Frappes - Chocolate Cookie - 3.25, Regular Latte - 2.15, Large Flavoured iced latte - Caramel - 3.25",11.9,CARD,4747699523107162
16/04/2025 10:19,London Greenwich,Kathy Forehand,"Regular Frappes - Strawberries & Cream - 2.75, Large Latte - 2.45, Large Latte - 2.45, Large Frappes - Strawberries & Cream - 3.25, Large Latte - 2.45, Regular Frappes - Chocolate Cookie - 2.75",16.1,CASH,
16/04/2025 10:20,London Greenwich,Joann Johnson,Regular Latte - 2.15,2.15,CARD,4993974536501721
16/04/2025 10:22,London Greenwich,Jason Marquez,"Regular Frappes - Chocolate Cookie - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Regular Iced americano - 2.15, Large Iced americano - 2.50",12.9,CARD,4091656300633490
16/04/2025 10:23,London Greenwich,Mark Garay,"Regular Flavoured iced latte - Caramel - 2.75, Regular Frappes - Strawberries & Cream - 2.75, Large Frappes - Strawberries & Cream - 3.25",8.75,CASH,
16/04/2025 10:24,London Greenwich,Robert Waldrop,"Large Frappes - Strawberries & Cream - 3.25, Large Iced americano - 2.50",5.75,CARD,8340085568691039
16/04/2025 10:26,London Greenwich,Jessica Jimenez,"Large Iced americano - 2.50, Regular Flavoured iced latte - Caramel - 2.75, Regular Iced americano - 2.15",7.4,CARD,5551333701776954
16/04/2025 10:27,London Greenwich,Frank Conway,"Large Frappes - Chocolate Cookie - 3.25, Large Iced americano - 2.50, Large Frappes - Strawberries & Cream - 3.25",9.0,CASH,
16/04/2025 10:28,London Greenwich,Terry Mellon,"Large Iced americano - 2.50, Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75, Large Latte - 2.45, Regular Latte - 2.15, Regular Flavoured iced latte - Caramel - 2.75",15.85,CARD,6897326468629452
16/04/2025 10:30,London Greenwich,Kimberely Marquez,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD,7374554286405322
16/04/2025 10:31,London Greenwich,Ruth Wolf,"Large Flavoured iced latte - Caramel - 3.25, Regular Latte - 2.15",5.4,CARD,6981038616808769
16/04/2025 10:33,London Greenwich,Annie Lyons,"Regular Frappes - Strawberries & Cream - 2.75, Regular Iced americano - 2.15",4.9,CARD,2148323003466740
16/04/2025 10:34,London Greenwich,Miguel Caruso,"Large Latte - 2.45, Large Frappes - Chocolate Cookie - 3.25, Large Flavoured iced latte - Caramel - 3.25",8.95,CASH,
16/04/2025 10:35,London Greenwich,Karen Ortiz,"Regular Flavoured iced latte - Caramel - 2.75, Large Latte - 2.45, Large Latte - 2.45",7.65,CARD,2459449378267333
16/04/2025 10:37,London Greenwich,Pamela Stauffer,Large Flavoured iced latte - Caramel - 3.25,3.25,CASH,
16/04/2025 10:38,London Greenwich,Joshua Maher,Regular Latte - 2.15,2.15,CASH,
16/04/2025 10:40,London Greenwich,Roxane Higgins,"Regular Latte - 2.15, Regular Iced americano - 2.15, Large Frappes - Strawberries & Cream - 3.25, Regular Frappes - Chocolate Cookie - 2.75",10.3,CARD,2719586222246291
16/04/2025 10:41,London Greenwich,Cheryl Perrella,"Large Latte - 2.45, Large Frappes - Strawberries & Cream - 3.25, Regular Flavoured iced latte - Caramel - 2.75",8.45,CARD,5969867933314168
16/04/2025 10:42,London Greenwich,George Hatfield,"Large Frappes - Strawberries & Cream - 3.25, Regular Iced americano - 2.15, Regular Flavoured iced latte - Caramel - 2.75",8.15,CARD,9650592365847313
16/04/2025 10:44,London Greenwich,Jessie Bullock,"Large Latte - 2.45, Regular Frappes - Strawberries & Cream - 2.75, Large Latte - 2.45, Large Frappes - Chocolate Cookie - 3.25",10.9,CARD,2593350623910545
16/04/2025 10:45,London Greenwich,Craig Fleshman,"Regular Iced americano - 2.15, Large Latte - 2.45, Large Frappes - Strawberries & Cream - 3.25, Large Latte - 2.45, Regular Flavoured iced latte - Caramel - 2.75",13.05,CARD,9907643441893966
16/04/2025 10:46,London Greenwich,Jose Lackey,"Regular Frappes - Strawberries & Cream - 2.75, Regular Latte - 2.15, Regular Flavoured iced latte - Caramel - 2.75",7.65,CARD,2281587148283435
16/04/2025 10:48,London Greenwich,Jerold Mason,Regular Iced americano - 2.15,2.15,CASH,
16/04/2025 10:49,London Greenwich,Vickie Walker,"Regular Flavoured iced latte - Caramel - 2.75, Regular Latte - 2.15",4.9,CASH,
